sample,word,freq,per1000,total_words,author
24,ought,0,0,391,satoshi
24,our,0,0,391,satoshi
24,out,0,0,391,satoshi
24,over,0,0,391,satoshi
24,own,0,0,391,satoshi
24,same,0,0,391,satoshi
24,should,0,0,391,satoshi
24,some,0,0,391,satoshi
24,such,1,2.557544757033248,391,satoshi
24,than,0,0,391,satoshi
24,that,8,20.460358056265985,391,satoshi
24,the,30,76.72634271099744,391,satoshi
24,their,2,5.115089514066496,391,satoshi
24,them,2,5.115089514066496,391,satoshi
24,then,0,0,391,satoshi
24,there,2,5.115089514066496,391,satoshi
24,these,1,2.557544757033248,391,satoshi
24,they,3,7.672634271099744,391,satoshi
24,this,2,5.115089514066496,391,satoshi
24,those,0,0,391,satoshi
24,through,0,0,391,satoshi
24,too,0,0,391,satoshi
24,under,0,0,391,satoshi
24,until,0,0,391,satoshi
24,was,6,15.345268542199488,391,satoshi
24,were,0,0,391,satoshi
24,what,0,0,391,satoshi
24,when,0,0,391,satoshi
24,where,1,2.557544757033248,391,satoshi
24,which,1,2.557544757033248,391,satoshi
24,while,1,2.557544757033248,391,satoshi
24,who,0,0,391,satoshi
24,with,2,5.115089514066496,391,satoshi
24,would,7,17.902813299232736,391,satoshi
24,you,0,0,391,satoshi
24,your,0,0,391,satoshi
24,yourself,0,0,391,satoshi
25,about,0,0,93,satoshi
25,after,0,0,93,satoshi
25,again,0,0,93,satoshi
25,against,0,0,93,satoshi
25,all,0,0,93,satoshi
25,and,0,0,93,satoshi
25,are,0,0,93,satoshi
25,been,0,0,93,satoshi
25,below,0,0,93,satoshi
25,between,0,0,93,satoshi
25,both,0,0,93,satoshi
25,but,0,0,93,satoshi
25,cannot,0,0,93,satoshi
25,could,1,10.75268817204301,93,satoshi
25,did,0,0,93,satoshi
25,down,0,0,93,satoshi
25,each,0,0,93,satoshi
25,few,0,0,93,satoshi
25,for,2,21.50537634408602,93,satoshi
25,from,0,0,93,satoshi
25,further,0,0,93,satoshi
25,had,1,10.75268817204301,93,satoshi
25,has,0,0,93,satoshi
25,have,0,0,93,satoshi
25,here,0,0,93,satoshi
25,him,0,0,93,satoshi
25,himself,0,0,93,satoshi
25,his,0,0,93,satoshi
25,how,0,0,93,satoshi
25,into,0,0,93,satoshi
25,itself,0,0,93,satoshi
25,more,0,0,93,satoshi
25,most,0,0,93,satoshi
25,myself,0,0,93,satoshi
25,not,0,0,93,satoshi
25,off,0,0,93,satoshi
25,other,0,0,93,satoshi
25,ought,0,0,93,satoshi
25,our,0,0,93,satoshi
25,out,0,0,93,satoshi
25,over,0,0,93,satoshi
25,own,0,0,93,satoshi
25,same,0,0,93,satoshi
25,should,4,43.01075268817204,93,satoshi
25,some,1,10.75268817204301,93,satoshi
25,such,0,0,93,satoshi
25,than,0,0,93,satoshi
25,that,0,0,93,satoshi
25,the,5,53.76344086021505,93,satoshi
25,their,0,0,93,satoshi
25,them,0,0,93,satoshi
25,then,0,0,93,satoshi
25,there,0,0,93,satoshi
25,these,1,10.75268817204301,93,satoshi
25,they,0,0,93,satoshi
25,this,2,21.50537634408602,93,satoshi
25,those,1,10.75268817204301,93,satoshi
25,through,0,0,93,satoshi
25,too,2,21.50537634408602,93,satoshi
25,under,0,0,93,satoshi
25,until,0,0,93,satoshi
25,was,0,0,93,satoshi
25,were,0,0,93,satoshi
25,what,0,0,93,satoshi
25,when,1,10.75268817204301,93,satoshi
25,where,0,0,93,satoshi
25,which,1,10.75268817204301,93,satoshi
25,while,0,0,93,satoshi
25,who,1,10.75268817204301,93,satoshi
25,with,1,10.75268817204301,93,satoshi
25,would,0,0,93,satoshi
25,you,1,10.75268817204301,93,satoshi
25,your,0,0,93,satoshi
25,yourself,0,0,93,satoshi
26,about,0,0,205,satoshi
26,after,0,0,205,satoshi
26,again,1,4.878048780487805,205,satoshi
26,against,0,0,205,satoshi
26,all,0,0,205,satoshi
26,and,5,24.390243902439025,205,satoshi
26,are,4,19.51219512195122,205,satoshi
26,been,0,0,205,satoshi
26,below,0,0,205,satoshi
26,between,0,0,205,satoshi
26,both,1,4.878048780487805,205,satoshi
26,but,0,0,205,satoshi
26,cannot,0,0,205,satoshi
26,could,0,0,205,satoshi
26,did,0,0,205,satoshi
26,down,0,0,205,satoshi
26,each,2,9.75609756097561,205,satoshi
26,few,0,0,205,satoshi
26,for,1,4.878048780487805,205,satoshi
26,from,3,14.634146341463413,205,satoshi
26,further,0,0,205,satoshi
26,had,0,0,205,satoshi
26,has,0,0,205,satoshi
26,have,1,4.878048780487805,205,satoshi
26,here,0,0,205,satoshi
26,him,0,0,205,satoshi
26,himself,0,0,205,satoshi
26,his,0,0,205,satoshi
26,how,1,4.878048780487805,205,satoshi
26,into,2,9.75609756097561,205,satoshi
26,itself,2,9.75609756097561,205,satoshi
26,more,0,0,205,satoshi
26,most,0,0,205,satoshi
26,myself,0,0,205,satoshi
26,not,1,4.878048780487805,205,satoshi
26,off,2,9.75609756097561,205,satoshi
26,other,1,4.878048780487805,205,satoshi
26,ought,0,0,205,satoshi
26,our,0,0,205,satoshi
26,out,1,4.878048780487805,205,satoshi
26,over,3,14.634146341463413,205,satoshi
26,own,0,0,205,satoshi
26,same,1,4.878048780487805,205,satoshi
26,should,1,4.878048780487805,205,satoshi
26,some,0,0,205,satoshi
26,such,2,9.75609756097561,205,satoshi
26,than,0,0,205,satoshi
26,that,3,14.634146341463413,205,satoshi
26,the,24,117.07317073170731,205,satoshi
26,their,1,4.878048780487805,205,satoshi
26,them,0,0,205,satoshi
26,then,3,14.634146341463413,205,satoshi
26,there,2,9.75609756097561,205,satoshi
26,these,0,0,205,satoshi
26,they,0,0,205,satoshi
26,this,1,4.878048780487805,205,satoshi
26,those,0,0,205,satoshi
26,through,0,0,205,satoshi
26,too,0,0,205,satoshi
26,under,0,0,205,satoshi
26,until,0,0,205,satoshi
26,was,0,0,205,satoshi
26,were,1,4.878048780487805,205,satoshi
26,what,0,0,205,satoshi
26,when,0,0,205,satoshi
26,where,0,0,205,satoshi
26,which,0,0,205,satoshi
26,while,0,0,205,satoshi
26,who,1,4.878048780487805,205,satoshi
26,with,2,9.75609756097561,205,satoshi
26,would,6,29.268292682926827,205,satoshi
26,you,3,14.634146341463413,205,satoshi
26,your,1,4.878048780487805,205,satoshi
26,yourself,0,0,205,satoshi
27,about,0,0,114,satoshi
27,after,0,0,114,satoshi
27,again,0,0,114,satoshi
27,against,0,0,114,satoshi
27,all,0,0,114,satoshi
27,and,1,8.771929824561404,114,satoshi
27,are,0,0,114,satoshi
27,been,0,0,114,satoshi
27,below,0,0,114,satoshi
27,between,0,0,114,satoshi
27,both,0,0,114,satoshi
27,but,1,8.771929824561404,114,satoshi
27,cannot,0,0,114,satoshi
27,could,1,8.771929824561404,114,satoshi
27,did,0,0,114,satoshi
27,down,0,0,114,satoshi
27,each,0,0,114,satoshi
27,few,0,0,114,satoshi
27,for,2,17.54385964912281,114,satoshi
27,from,0,0,114,satoshi
27,further,0,0,114,satoshi
27,had,0,0,114,satoshi
27,has,0,0,114,satoshi
27,have,0,0,114,satoshi
27,here,0,0,114,satoshi
27,him,0,0,114,satoshi
27,himself,0,0,114,satoshi
27,his,0,0,114,satoshi
27,how,0,0,114,satoshi
27,into,0,0,114,satoshi
27,itself,1,8.771929824561404,114,satoshi
27,more,2,17.54385964912281,114,satoshi
27,most,0,0,114,satoshi
27,myself,0,0,114,satoshi
27,not,4,35.08771929824562,114,satoshi
27,off,0,0,114,satoshi
27,other,0,0,114,satoshi
27,ought,0,0,114,satoshi
27,our,0,0,114,satoshi
27,out,0,0,114,satoshi
27,over,1,8.771929824561404,114,satoshi
27,own,0,0,114,satoshi
27,same,0,0,114,satoshi
27,should,0,0,114,satoshi
27,some,0,0,114,satoshi
27,such,0,0,114,satoshi
27,than,1,8.771929824561404,114,satoshi
27,that,2,17.54385964912281,114,satoshi
27,the,9,78.94736842105263,114,satoshi
27,their,0,0,114,satoshi
27,them,1,8.771929824561404,114,satoshi
27,then,0,0,114,satoshi
27,there,1,8.771929824561404,114,satoshi
27,these,0,0,114,satoshi
27,they,0,0,114,satoshi
27,this,0,0,114,satoshi
27,those,0,0,114,satoshi
27,through,0,0,114,satoshi
27,too,0,0,114,satoshi
27,under,0,0,114,satoshi
27,until,0,0,114,satoshi
27,was,0,0,114,satoshi
27,were,0,0,114,satoshi
27,what,0,0,114,satoshi
27,when,1,8.771929824561404,114,satoshi
27,where,1,8.771929824561404,114,satoshi
27,which,1,8.771929824561404,114,satoshi
27,while,0,0,114,satoshi
27,who,0,0,114,satoshi
27,with,1,8.771929824561404,114,satoshi
27,would,0,0,114,satoshi
27,you,0,0,114,satoshi
27,your,0,0,114,satoshi
27,yourself,0,0,114,satoshi
28,about,0,0,152,satoshi
28,after,0,0,152,satoshi
28,again,0,0,152,satoshi
28,against,0,0,152,satoshi
28,all,1,6.578947368421052,152,satoshi
28,and,4,26.31578947368421,152,satoshi
28,are,0,0,152,satoshi
28,been,0,0,152,satoshi
28,below,1,6.578947368421052,152,satoshi
28,between,0,0,152,satoshi
28,both,0,0,152,satoshi
28,but,0,0,152,satoshi
28,cannot,0,0,152,satoshi
28,could,0,0,152,satoshi
28,did,0,0,152,satoshi
28,down,0,0,152,satoshi
28,each,0,0,152,satoshi
28,few,0,0,152,satoshi
28,for,3,19.736842105263158,152,satoshi
28,from,1,6.578947368421052,152,satoshi
28,further,0,0,152,satoshi
28,had,0,0,152,satoshi
28,has,0,0,152,satoshi
28,have,0,0,152,satoshi
28,here,0,0,152,satoshi
28,him,0,0,152,satoshi
28,himself,0,0,152,satoshi
28,his,0,0,152,satoshi
28,how,0,0,152,satoshi
28,into,0,0,152,satoshi
28,itself,0,0,152,satoshi
28,more,3,19.736842105263158,152,satoshi
28,most,0,0,152,satoshi
28,myself,0,0,152,satoshi
28,not,0,0,152,satoshi
28,off,0,0,152,satoshi
28,other,0,0,152,satoshi
28,ought,0,0,152,satoshi
28,our,0,0,152,satoshi
28,out,1,6.578947368421052,152,satoshi
28,over,0,0,152,satoshi
28,own,1,6.578947368421052,152,satoshi
28,same,0,0,152,satoshi
28,should,0,0,152,satoshi
28,some,2,13.157894736842104,152,satoshi
28,such,0,0,152,satoshi
28,than,1,6.578947368421052,152,satoshi
28,that,0,0,152,satoshi
28,the,18,118.42105263157895,152,satoshi
28,their,0,0,152,satoshi
28,them,1,6.578947368421052,152,satoshi
28,then,0,0,152,satoshi
28,there,0,0,152,satoshi
28,these,0,0,152,satoshi
28,they,2,13.157894736842104,152,satoshi
28,this,0,0,152,satoshi
28,those,0,0,152,satoshi
28,through,0,0,152,satoshi
28,too,1,6.578947368421052,152,satoshi
28,under,0,0,152,satoshi
28,until,0,0,152,satoshi
28,was,0,0,152,satoshi
28,were,0,0,152,satoshi
28,what,1,6.578947368421052,152,satoshi
28,when,1,6.578947368421052,152,satoshi
28,where,0,0,152,satoshi
28,which,0,0,152,satoshi
28,while,0,0,152,satoshi
28,who,1,6.578947368421052,152,satoshi
28,with,0,0,152,satoshi
28,would,0,0,152,satoshi
28,you,0,0,152,satoshi
28,your,0,0,152,satoshi
28,yourself,0,0,152,satoshi
29,about,0,0,264,satoshi
29,after,0,0,264,satoshi
29,again,0,0,264,satoshi
29,against,0,0,264,satoshi
29,all,0,0,264,satoshi
29,and,3,11.363636363636363,264,satoshi
29,are,0,0,264,satoshi
29,been,0,0,264,satoshi
29,below,0,0,264,satoshi
29,between,0,0,264,satoshi
29,both,0,0,264,satoshi
29,but,1,3.787878787878788,264,satoshi
29,cannot,0,0,264,satoshi
29,could,1,3.787878787878788,264,satoshi
29,did,0,0,264,satoshi
29,down,0,0,264,satoshi
29,each,0,0,264,satoshi
29,few,1,3.787878787878788,264,satoshi
29,for,3,11.363636363636363,264,satoshi
29,from,0,0,264,satoshi
29,further,0,0,264,satoshi
29,had,0,0,264,satoshi
29,has,6,22.727272727272727,264,satoshi
29,have,2,7.575757575757576,264,satoshi
29,here,0,0,264,satoshi
29,him,0,0,264,satoshi
29,himself,0,0,264,satoshi
29,his,0,0,264,satoshi
29,how,1,3.787878787878788,264,satoshi
29,into,1,3.787878787878788,264,satoshi
29,itself,0,0,264,satoshi
29,more,1,3.787878787878788,264,satoshi
29,most,3,11.363636363636363,264,satoshi
29,myself,0,0,264,satoshi
29,not,1,3.787878787878788,264,satoshi
29,off,0,0,264,satoshi
29,other,0,0,264,satoshi
29,ought,0,0,264,satoshi
29,our,0,0,264,satoshi
29,out,1,3.787878787878788,264,satoshi
29,over,1,3.787878787878788,264,satoshi
29,own,1,3.787878787878788,264,satoshi
29,same,2,7.575757575757576,264,satoshi
29,should,0,0,264,satoshi
29,some,0,0,264,satoshi
29,such,0,0,264,satoshi
29,than,1,3.787878787878788,264,satoshi
29,that,4,15.151515151515152,264,satoshi
29,the,25,94.6969696969697,264,satoshi
29,their,1,3.787878787878788,264,satoshi
29,them,0,0,264,satoshi
29,then,2,7.575757575757576,264,satoshi
29,there,1,3.787878787878788,264,satoshi
29,these,0,0,264,satoshi
29,they,1,3.787878787878788,264,satoshi
29,this,0,0,264,satoshi
29,those,1,3.787878787878788,264,satoshi
29,through,1,3.787878787878788,264,satoshi
29,too,0,0,264,satoshi
29,under,0,0,264,satoshi
29,until,1,3.787878787878788,264,satoshi
29,was,0,0,264,satoshi
29,were,0,0,264,satoshi
29,what,0,0,264,satoshi
29,when,2,7.575757575757576,264,satoshi
29,where,1,3.787878787878788,264,satoshi
29,which,0,0,264,satoshi
29,while,0,0,264,satoshi
29,who,0,0,264,satoshi
29,with,2,7.575757575757576,264,satoshi
29,would,2,7.575757575757576,264,satoshi
29,you,3,11.363636363636363,264,satoshi
29,your,0,0,264,satoshi
29,yourself,0,0,264,satoshi
30,about,2,11.049723756906078,181,satoshi
30,after,1,5.524861878453039,181,satoshi
30,again,0,0,181,satoshi
30,against,0,0,181,satoshi
30,all,1,5.524861878453039,181,satoshi
30,and,5,27.624309392265193,181,satoshi
30,are,1,5.524861878453039,181,satoshi
30,been,0,0,181,satoshi
30,below,0,0,181,satoshi
30,between,0,0,181,satoshi
30,both,0,0,181,satoshi
30,but,2,11.049723756906078,181,satoshi
30,cannot,0,0,181,satoshi
30,could,0,0,181,satoshi
30,did,0,0,181,satoshi
30,down,0,0,181,satoshi
30,each,0,0,181,satoshi
30,few,0,0,181,satoshi
30,for,1,5.524861878453039,181,satoshi
30,from,1,5.524861878453039,181,satoshi
30,further,0,0,181,satoshi
30,had,0,0,181,satoshi
30,has,0,0,181,satoshi
30,have,0,0,181,satoshi
30,here,0,0,181,satoshi
30,him,0,0,181,satoshi
30,himself,0,0,181,satoshi
30,his,0,0,181,satoshi
30,how,4,22.099447513812155,181,satoshi
30,into,1,5.524861878453039,181,satoshi
30,itself,0,0,181,satoshi
30,more,1,5.524861878453039,181,satoshi
30,most,0,0,181,satoshi
30,myself,0,0,181,satoshi
30,not,3,16.574585635359117,181,satoshi
30,off,0,0,181,satoshi
30,other,0,0,181,satoshi
30,ought,0,0,181,satoshi
30,our,0,0,181,satoshi
30,out,0,0,181,satoshi
30,over,0,0,181,satoshi
30,own,0,0,181,satoshi
30,same,0,0,181,satoshi
30,should,0,0,181,satoshi
30,some,0,0,181,satoshi
30,such,0,0,181,satoshi
30,than,0,0,181,satoshi
30,that,5,27.624309392265193,181,satoshi
30,the,12,66.29834254143647,181,satoshi
30,their,0,0,181,satoshi
30,them,1,5.524861878453039,181,satoshi
30,then,0,0,181,satoshi
30,there,1,5.524861878453039,181,satoshi
30,these,0,0,181,satoshi
30,they,1,5.524861878453039,181,satoshi
30,this,0,0,181,satoshi
30,those,0,0,181,satoshi
30,through,0,0,181,satoshi
30,too,0,0,181,satoshi
30,under,0,0,181,satoshi
30,until,0,0,181,satoshi
30,was,0,0,181,satoshi
30,were,0,0,181,satoshi
30,what,2,11.049723756906078,181,satoshi
30,when,0,0,181,satoshi
30,where,1,5.524861878453039,181,satoshi
30,which,0,0,181,satoshi
30,while,0,0,181,satoshi
30,who,1,5.524861878453039,181,satoshi
30,with,1,5.524861878453039,181,satoshi
30,would,1,5.524861878453039,181,satoshi
30,you,2,11.049723756906078,181,satoshi
30,your,0,0,181,satoshi
30,yourself,0,0,181,satoshi
31,about,2,3.552397868561279,563,satoshi
31,after,0,0,563,satoshi
31,again,0,0,563,satoshi
31,against,0,0,563,satoshi
31,all,1,1.7761989342806395,563,satoshi
31,and,9,15.985790408525755,563,satoshi
31,are,2,3.552397868561279,563,satoshi
31,been,0,0,563,satoshi
31,below,0,0,563,satoshi
31,between,0,0,563,satoshi
31,both,0,0,563,satoshi
31,but,6,10.657193605683837,563,satoshi
31,cannot,0,0,563,satoshi
31,could,3,5.328596802841918,563,satoshi
31,did,0,0,563,satoshi
31,down,0,0,563,satoshi
31,each,4,7.104795737122558,563,satoshi
31,few,0,0,563,satoshi
31,for,13,23.090586145648313,563,satoshi
31,from,0,0,563,satoshi
31,further,0,0,563,satoshi
31,had,2,3.552397868561279,563,satoshi
31,has,0,0,563,satoshi
31,have,5,8.880994671403197,563,satoshi
31,here,0,0,563,satoshi
31,him,0,0,563,satoshi
31,himself,0,0,563,satoshi
31,his,0,0,563,satoshi
31,how,1,1.7761989342806395,563,satoshi
31,into,2,3.552397868561279,563,satoshi
31,itself,0,0,563,satoshi
31,more,4,7.104795737122558,563,satoshi
31,most,1,1.7761989342806395,563,satoshi
31,myself,0,0,563,satoshi
31,not,8,14.209591474245116,563,satoshi
31,off,0,0,563,satoshi
31,other,2,3.552397868561279,563,satoshi
31,ought,0,0,563,satoshi
31,our,0,0,563,satoshi
31,out,2,3.552397868561279,563,satoshi
31,over,1,1.7761989342806395,563,satoshi
31,own,0,0,563,satoshi
31,same,1,1.7761989342806395,563,satoshi
31,should,3,5.328596802841918,563,satoshi
31,some,0,0,563,satoshi
31,such,0,0,563,satoshi
31,than,3,5.328596802841918,563,satoshi
31,that,12,21.314387211367674,563,satoshi
31,the,31,55.06216696269982,563,satoshi
31,their,1,1.7761989342806395,563,satoshi
31,them,3,5.328596802841918,563,satoshi
31,then,1,1.7761989342806395,563,satoshi
31,there,1,1.7761989342806395,563,satoshi
31,these,0,0,563,satoshi
31,they,5,8.880994671403197,563,satoshi
31,this,1,1.7761989342806395,563,satoshi
31,those,0,0,563,satoshi
31,through,0,0,563,satoshi
31,too,2,3.552397868561279,563,satoshi
31,under,0,0,563,satoshi
31,until,0,0,563,satoshi
31,was,1,1.7761989342806395,563,satoshi
31,were,0,0,563,satoshi
31,what,2,3.552397868561279,563,satoshi
31,when,2,3.552397868561279,563,satoshi
31,where,0,0,563,satoshi
31,which,0,0,563,satoshi
31,while,2,3.552397868561279,563,satoshi
31,who,0,0,563,satoshi
31,with,5,8.880994671403197,563,satoshi
31,would,5,8.880994671403197,563,satoshi
31,you,15,26.642984014209592,563,satoshi
31,your,2,3.552397868561279,563,satoshi
31,yourself,0,0,563,satoshi
32,about,0,0,85,satoshi
32,after,0,0,85,satoshi
32,again,0,0,85,satoshi
32,against,0,0,85,satoshi
32,all,1,11.764705882352942,85,satoshi
32,and,1,11.764705882352942,85,satoshi
32,are,0,0,85,satoshi
32,been,0,0,85,satoshi
32,below,0,0,85,satoshi
32,between,0,0,85,satoshi
32,both,1,11.764705882352942,85,satoshi
32,but,0,0,85,satoshi
32,cannot,0,0,85,satoshi
32,could,0,0,85,satoshi
32,did,0,0,85,satoshi
32,down,0,0,85,satoshi
32,each,0,0,85,satoshi
32,few,0,0,85,satoshi
32,for,1,11.764705882352942,85,satoshi
32,from,0,0,85,satoshi
32,further,0,0,85,satoshi
32,had,0,0,85,satoshi
32,has,0,0,85,satoshi
32,have,0,0,85,satoshi
32,here,0,0,85,satoshi
32,him,0,0,85,satoshi
32,himself,0,0,85,satoshi
32,his,1,11.764705882352942,85,satoshi
32,how,0,0,85,satoshi
32,into,0,0,85,satoshi
32,itself,0,0,85,satoshi
32,more,0,0,85,satoshi
32,most,0,0,85,satoshi
32,myself,0,0,85,satoshi
32,not,0,0,85,satoshi
32,off,0,0,85,satoshi
32,other,0,0,85,satoshi
32,ought,0,0,85,satoshi
32,our,0,0,85,satoshi
32,out,0,0,85,satoshi
32,over,0,0,85,satoshi
32,own,0,0,85,satoshi
32,same,0,0,85,satoshi
32,should,0,0,85,satoshi
32,some,0,0,85,satoshi
32,such,0,0,85,satoshi
32,than,0,0,85,satoshi
32,that,5,58.82352941176471,85,satoshi
32,the,11,129.41176470588238,85,satoshi
32,their,0,0,85,satoshi
32,them,0,0,85,satoshi
32,then,0,0,85,satoshi
32,there,0,0,85,satoshi
32,these,0,0,85,satoshi
32,they,0,0,85,satoshi
32,this,1,11.764705882352942,85,satoshi
32,those,0,0,85,satoshi
32,through,0,0,85,satoshi
32,too,0,0,85,satoshi
32,under,0,0,85,satoshi
32,until,0,0,85,satoshi
32,was,0,0,85,satoshi
32,were,0,0,85,satoshi
32,what,0,0,85,satoshi
32,when,0,0,85,satoshi
32,where,0,0,85,satoshi
32,which,0,0,85,satoshi
32,while,0,0,85,satoshi
32,who,0,0,85,satoshi
32,with,0,0,85,satoshi
32,would,0,0,85,satoshi
32,you,4,47.05882352941177,85,satoshi
32,your,2,23.529411764705884,85,satoshi
32,yourself,0,0,85,satoshi
33,about,1,2.314814814814815,432,satoshi
33,after,1,2.314814814814815,432,satoshi
33,again,1,2.314814814814815,432,satoshi
33,against,2,4.62962962962963,432,satoshi
33,all,0,0,432,satoshi
33,and,8,18.51851851851852,432,satoshi
33,are,2,4.62962962962963,432,satoshi
33,been,0,0,432,satoshi
33,below,0,0,432,satoshi
33,between,0,0,432,satoshi
33,both,0,0,432,satoshi
33,but,7,16.203703703703702,432,satoshi
33,cannot,0,0,432,satoshi
33,could,4,9.25925925925926,432,satoshi
33,did,0,0,432,satoshi
33,down,0,0,432,satoshi
33,each,0,0,432,satoshi
33,few,0,0,432,satoshi
33,for,5,11.574074074074074,432,satoshi
33,from,1,2.314814814814815,432,satoshi
33,further,0,0,432,satoshi
33,had,1,2.314814814814815,432,satoshi
33,has,4,9.25925925925926,432,satoshi
33,have,2,4.62962962962963,432,satoshi
33,here,0,0,432,satoshi
33,him,2,4.62962962962963,432,satoshi
33,himself,0,0,432,satoshi
33,his,3,6.944444444444445,432,satoshi
33,how,0,0,432,satoshi
33,into,0,0,432,satoshi
33,itself,0,0,432,satoshi
33,more,0,0,432,satoshi
33,most,0,0,432,satoshi
33,myself,0,0,432,satoshi
33,not,4,9.25925925925926,432,satoshi
33,off,0,0,432,satoshi
33,other,1,2.314814814814815,432,satoshi
33,ought,0,0,432,satoshi
33,our,0,0,432,satoshi
33,out,3,6.944444444444445,432,satoshi
33,over,0,0,432,satoshi
33,own,1,2.314814814814815,432,satoshi
33,same,0,0,432,satoshi
33,should,0,0,432,satoshi
33,some,0,0,432,satoshi
33,such,1,2.314814814814815,432,satoshi
33,than,1,2.314814814814815,432,satoshi
33,that,10,23.14814814814815,432,satoshi
33,the,46,106.48148148148148,432,satoshi
33,their,0,0,432,satoshi
33,them,1,2.314814814814815,432,satoshi
33,then,1,2.314814814814815,432,satoshi
33,there,1,2.314814814814815,432,satoshi
33,these,0,0,432,satoshi
33,they,3,6.944444444444445,432,satoshi
33,this,3,6.944444444444445,432,satoshi
33,those,0,0,432,satoshi
33,through,0,0,432,satoshi
33,too,1,2.314814814814815,432,satoshi
33,under,0,0,432,satoshi
33,until,1,2.314814814814815,432,satoshi
33,was,0,0,432,satoshi
33,were,0,0,432,satoshi
33,what,0,0,432,satoshi
33,when,2,4.62962962962963,432,satoshi
33,where,1,2.314814814814815,432,satoshi
33,which,1,2.314814814814815,432,satoshi
33,while,1,2.314814814814815,432,satoshi
33,who,0,0,432,satoshi
33,with,2,4.62962962962963,432,satoshi
33,would,7,16.203703703703702,432,satoshi
33,you,15,34.72222222222222,432,satoshi
33,your,0,0,432,satoshi
33,yourself,0,0,432,satoshi
34,about,0,0,137,satoshi
34,after,0,0,137,satoshi
34,again,0,0,137,satoshi
34,against,0,0,137,satoshi
34,all,3,21.8978102189781,137,satoshi
34,and,2,14.598540145985401,137,satoshi
34,are,1,7.299270072992701,137,satoshi
34,been,0,0,137,satoshi
34,below,0,0,137,satoshi
34,between,0,0,137,satoshi
34,both,3,21.8978102189781,137,satoshi
34,but,1,7.299270072992701,137,satoshi
34,cannot,0,0,137,satoshi
34,could,0,0,137,satoshi
34,did,0,0,137,satoshi
34,down,0,0,137,satoshi
34,each,1,7.299270072992701,137,satoshi
34,few,1,7.299270072992701,137,satoshi
34,for,0,0,137,satoshi
34,from,1,7.299270072992701,137,satoshi
34,further,0,0,137,satoshi
34,had,0,0,137,satoshi
34,has,1,7.299270072992701,137,satoshi
34,have,1,7.299270072992701,137,satoshi
34,here,0,0,137,satoshi
34,him,0,0,137,satoshi
34,himself,0,0,137,satoshi
34,his,0,0,137,satoshi
34,how,0,0,137,satoshi
34,into,1,7.299270072992701,137,satoshi
34,itself,0,0,137,satoshi
34,more,0,0,137,satoshi
34,most,0,0,137,satoshi
34,myself,0,0,137,satoshi
34,not,1,7.299270072992701,137,satoshi
34,off,0,0,137,satoshi
34,other,2,14.598540145985401,137,satoshi
34,ought,0,0,137,satoshi
34,our,0,0,137,satoshi
34,out,0,0,137,satoshi
34,over,0,0,137,satoshi
34,own,0,0,137,satoshi
34,same,0,0,137,satoshi
34,should,0,0,137,satoshi
34,some,0,0,137,satoshi
34,such,0,0,137,satoshi
34,than,0,0,137,satoshi
34,that,5,36.496350364963504,137,satoshi
34,the,15,109.48905109489051,137,satoshi
34,their,2,14.598540145985401,137,satoshi
34,them,1,7.299270072992701,137,satoshi
34,then,1,7.299270072992701,137,satoshi
34,there,0,0,137,satoshi
34,these,0,0,137,satoshi
34,they,2,14.598540145985401,137,satoshi
34,this,0,0,137,satoshi
34,those,0,0,137,satoshi
34,through,0,0,137,satoshi
34,too,0,0,137,satoshi
34,under,0,0,137,satoshi
34,until,0,0,137,satoshi
34,was,1,7.299270072992701,137,satoshi
34,were,0,0,137,satoshi
34,what,1,7.299270072992701,137,satoshi
34,when,1,7.299270072992701,137,satoshi
34,where,0,0,137,satoshi
34,which,0,0,137,satoshi
34,while,0,0,137,satoshi
34,who,0,0,137,satoshi
34,with,0,0,137,satoshi
34,would,1,7.299270072992701,137,satoshi
34,you,0,0,137,satoshi
34,your,0,0,137,satoshi
34,yourself,0,0,137,satoshi
35,about,0,0,86,satoshi
35,after,0,0,86,satoshi
35,again,0,0,86,satoshi
35,against,0,0,86,satoshi
35,all,0,0,86,satoshi
35,and,0,0,86,satoshi
35,are,0,0,86,satoshi
35,been,1,11.627906976744185,86,satoshi
35,below,0,0,86,satoshi
35,between,0,0,86,satoshi
35,both,0,0,86,satoshi
35,but,3,34.883720930232556,86,satoshi
35,cannot,0,0,86,satoshi
35,could,0,0,86,satoshi
35,did,0,0,86,satoshi
35,down,0,0,86,satoshi
35,each,0,0,86,satoshi
35,few,0,0,86,satoshi
35,for,3,34.883720930232556,86,satoshi
35,from,0,0,86,satoshi
35,further,0,0,86,satoshi
35,had,0,0,86,satoshi
35,has,0,0,86,satoshi
35,have,0,0,86,satoshi
35,here,1,11.627906976744185,86,satoshi
35,him,1,11.627906976744185,86,satoshi
35,himself,0,0,86,satoshi
35,his,0,0,86,satoshi
35,how,0,0,86,satoshi
35,into,0,0,86,satoshi
35,itself,0,0,86,satoshi
35,more,0,0,86,satoshi
35,most,0,0,86,satoshi
35,myself,0,0,86,satoshi
35,not,2,23.25581395348837,86,satoshi
35,off,0,0,86,satoshi
35,other,0,0,86,satoshi
35,ought,0,0,86,satoshi
35,our,0,0,86,satoshi
35,out,0,0,86,satoshi
35,over,0,0,86,satoshi
35,own,0,0,86,satoshi
35,same,0,0,86,satoshi
